"","chr","start","end","meth.diff","strand","pvalue","qvalue","intron-start","intron-end","gene-start","gene-end","geneID","mRNA-start","mRNA-end","Genbank","Uniprot-ID","Uniprot-Accession","evalue","Product","GO-ID","GO-BP","GO-CC","GO-MF"
"69","NC_035780.1",38236494,38236494,50.4091954022988,"+",9.95989456119202e-14,3.79895752678737e-12,38236121,38236506,38209799,38243110,"111122940",38209799,38243110,"XM_022465027.1","Q80U16","RIPR2_MOUSE",4e-58,"rho family-interacting cell polarization regulator 2-like","GO:0005737; GO:0005856; GO:0006935; GO:0007155; GO:0007162; GO:0007605; GO:0016324; GO:0030175; GO:0032420; GO:0035024; GO:0042130; GO:0042802; GO:0045184; GO:0045663; GO:0048741; GO:0051260; GO:0051491; GO:0060088; GO:0060171; GO:0071158; GO:0071260; GO:0071889; GO:0090023; GO:1901673; GO:1901741; GO:1903904; GO:1905872; GO:1990869; GO:2000114; GO:2000391; GO:2000405; GO:2001107","auditory receptor cell stereocilium organization [GO:0060088]; cell adhesion [GO:0007155]; cellular response to chemokine [GO:1990869]; cellular response to mechanical stimulus [GO:0071260]; chemotaxis [GO:0006935]; establishment of protein localization [GO:0045184]; negative regulation of cell adhesion [GO:0007162]; negative regulation of establishment of T cell polarity [GO:1903904]; negative regulation of protein localization to cell leading edge [GO:1905872]; negative regulation of Rho guanyl-nucleotide exchange factor activity [GO:2001107]; negative regulation of Rho protein signal transduction [GO:0035024]; negative regulation of T cell migration [GO:2000405]; negative regulation of T cell proliferation [GO:0042130]; positive regulation of cell cycle arrest [GO:0071158]; positive regulation of filopodium assembly [GO:0051491]; positive regulation of myoblast differentiation [GO:0045663]; positive regulation of myoblast fusion [GO:1901741]; positive regulation of neutrophil chemotaxis [GO:0090023]; positive regulation of neutrophil extravasation [GO:2000391]; protein homooligomerization [GO:0051260]; regulation of establishment of cell polarity [GO:2000114]; regulation of mitotic spindle assembly [GO:1901673]; sensory perception of sound [GO:0007605]; skeletal muscle fiber development [GO:0048741]","apical plasma membrane [GO:0016324]; cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; filopodium [GO:0030175]; stereocilium [GO:0032420]; stereocilium membrane [GO:0060171]","14-3-3 protein binding [GO:0071889]; identical protein binding [GO:0042802]"
"70","NC_035780.1",38236494,38236494,50.4091954022988,"+",9.95989456119202e-14,3.79895752678737e-12,38236121,38236506,38209799,38243110,"111122940",38219963,38243110,"XM_022465042.1","Q80U16","RIPR2_MOUSE",1e-61,"rho family-interacting cell polarization regulator 2-like","GO:0005737; GO:0005856; GO:0006935; GO:0007155; GO:0007162; GO:0007605; GO:0016324; GO:0030175; GO:0032420; GO:0035024; GO:0042130; GO:0042802; GO:0045184; GO:0045663; GO:0048741; GO:0051260; GO:0051491; GO:0060088; GO:0060171; GO:0071158; GO:0071260; GO:0071889; GO:0090023; GO:1901673; GO:1901741; GO:1903904; GO:1905872; GO:1990869; GO:2000114; GO:2000391; GO:2000405; GO:2001107","auditory receptor cell stereocilium organization [GO:0060088]; cell adhesion [GO:0007155]; cellular response to chemokine [GO:1990869]; cellular response to mechanical stimulus [GO:0071260]; chemotaxis [GO:0006935]; establishment of protein localization [GO:0045184]; negative regulation of cell adhesion [GO:0007162]; negative regulation of establishment of T cell polarity [GO:1903904]; negative regulation of protein localization to cell leading edge [GO:1905872]; negative regulation of Rho guanyl-nucleotide exchange factor activity [GO:2001107]; negative regulation of Rho protein signal transduction [GO:0035024]; negative regulation of T cell migration [GO:2000405]; negative regulation of T cell proliferation [GO:0042130]; positive regulation of cell cycle arrest [GO:0071158]; positive regulation of filopodium assembly [GO:0051491]; positive regulation of myoblast differentiation [GO:0045663]; positive regulation of myoblast fusion [GO:1901741]; positive regulation of neutrophil chemotaxis [GO:0090023]; positive regulation of neutrophil extravasation [GO:2000391]; protein homooligomerization [GO:0051260]; regulation of establishment of cell polarity [GO:2000114]; regulation of mitotic spindle assembly [GO:1901673]; sensory perception of sound [GO:0007605]; skeletal muscle fiber development [GO:0048741]","apical plasma membrane [GO:0016324]; cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; filopodium [GO:0030175]; stereocilium [GO:0032420]; stereocilium membrane [GO:0060171]","14-3-3 protein binding [GO:0071889]; identical protein binding [GO:0042802]"
"71","NC_035780.1",38236494,38236494,50.4091954022988,"+",9.95989456119202e-14,3.79895752678737e-12,38236121,38236506,38209799,38243110,"111122940",38212899,38243110,"XM_022464996.1","Q5F3L9","RIPR2_CHICK",2e-61,"rho family-interacting cell polarization regulator 2-like",NA,NA,NA,NA
"72","NC_035780.1",38236494,38236494,50.4091954022988,"+",9.95989456119202e-14,3.79895752678737e-12,38236121,38236506,38209799,38243110,"111122940",38209800,38243110,"XM_022465012.1","Q5F3L9","RIPR2_CHICK",2e-61,"rho family-interacting cell polarization regulator 2-like",NA,NA,NA,NA
"73","NC_035780.1",38236494,38236494,50.4091954022988,"+",9.95989456119202e-14,3.79895752678737e-12,38236121,38236506,38209799,38243110,"111122940",38209799,38243110,"XM_022465027.1","Q80U16","RIPR2_MOUSE",2e-26,"rho family-interacting cell polarization regulator 2-like","GO:0005737; GO:0005856; GO:0006935; GO:0007155; GO:0007162; GO:0007605; GO:0016324; GO:0030175; GO:0032420; GO:0035024; GO:0042130; GO:0042802; GO:0045184; GO:0045663; GO:0048741; GO:0051260; GO:0051491; GO:0060088; GO:0060171; GO:0071158; GO:0071260; GO:0071889; GO:0090023; GO:1901673; GO:1901741; GO:1903904; GO:1905872; GO:1990869; GO:2000114; GO:2000391; GO:2000405; GO:2001107","auditory receptor cell stereocilium organization [GO:0060088]; cell adhesion [GO:0007155]; cellular response to chemokine [GO:1990869]; cellular response to mechanical stimulus [GO:0071260]; chemotaxis [GO:0006935]; establishment of protein localization [GO:0045184]; negative regulation of cell adhesion [GO:0007162]; negative regulation of establishment of T cell polarity [GO:1903904]; negative regulation of protein localization to cell leading edge [GO:1905872]; negative regulation of Rho guanyl-nucleotide exchange factor activity [GO:2001107]; negative regulation of Rho protein signal transduction [GO:0035024]; negative regulation of T cell migration [GO:2000405]; negative regulation of T cell proliferation [GO:0042130]; positive regulation of cell cycle arrest [GO:0071158]; positive regulation of filopodium assembly [GO:0051491]; positive regulation of myoblast differentiation [GO:0045663]; positive regulation of myoblast fusion [GO:1901741]; positive regulation of neutrophil chemotaxis [GO:0090023]; positive regulation of neutrophil extravasation [GO:2000391]; protein homooligomerization [GO:0051260]; regulation of establishment of cell polarity [GO:2000114]; regulation of mitotic spindle assembly [GO:1901673]; sensory perception of sound [GO:0007605]; skeletal muscle fiber development [GO:0048741]","apical plasma membrane [GO:0016324]; cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; filopodium [GO:0030175]; stereocilium [GO:0032420]; stereocilium membrane [GO:0060171]","14-3-3 protein binding [GO:0071889]; identical protein binding [GO:0042802]"
"74","NC_035780.1",38236494,38236494,50.4091954022988,"+",9.95989456119202e-14,3.79895752678737e-12,38236121,38236506,38209799,38243110,"111122940",38209799,38243110,"XM_022464980.1","Q80U16","RIPR2_MOUSE",3e-26,"rho family-interacting cell polarization regulator 2-like","GO:0005737; GO:0005856; GO:0006935; GO:0007155; GO:0007162; GO:0007605; GO:0016324; GO:0030175; GO:0032420; GO:0035024; GO:0042130; GO:0042802; GO:0045184; GO:0045663; GO:0048741; GO:0051260; GO:0051491; GO:0060088; GO:0060171; GO:0071158; GO:0071260; GO:0071889; GO:0090023; GO:1901673; GO:1901741; GO:1903904; GO:1905872; GO:1990869; GO:2000114; GO:2000391; GO:2000405; GO:2001107","auditory receptor cell stereocilium organization [GO:0060088]; cell adhesion [GO:0007155]; cellular response to chemokine [GO:1990869]; cellular response to mechanical stimulus [GO:0071260]; chemotaxis [GO:0006935]; establishment of protein localization [GO:0045184]; negative regulation of cell adhesion [GO:0007162]; negative regulation of establishment of T cell polarity [GO:1903904]; negative regulation of protein localization to cell leading edge [GO:1905872]; negative regulation of Rho guanyl-nucleotide exchange factor activity [GO:2001107]; negative regulation of Rho protein signal transduction [GO:0035024]; negative regulation of T cell migration [GO:2000405]; negative regulation of T cell proliferation [GO:0042130]; positive regulation of cell cycle arrest [GO:0071158]; positive regulation of filopodium assembly [GO:0051491]; positive regulation of myoblast differentiation [GO:0045663]; positive regulation of myoblast fusion [GO:1901741]; positive regulation of neutrophil chemotaxis [GO:0090023]; positive regulation of neutrophil extravasation [GO:2000391]; protein homooligomerization [GO:0051260]; regulation of establishment of cell polarity [GO:2000114]; regulation of mitotic spindle assembly [GO:1901673]; sensory perception of sound [GO:0007605]; skeletal muscle fiber development [GO:0048741]","apical plasma membrane [GO:0016324]; cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; filopodium [GO:0030175]; stereocilium [GO:0032420]; stereocilium membrane [GO:0060171]","14-3-3 protein binding [GO:0071889]; identical protein binding [GO:0042802]"
"75","NC_035780.1",38236494,38236494,50.4091954022988,"+",9.95989456119202e-14,3.79895752678737e-12,38236121,38236506,38209799,38243110,"111122940",38223116,38243110,"XM_022465034.1","Q80U16","RIPR2_MOUSE",2e-26,"rho family-interacting cell polarization regulator 2-like","GO:0005737; GO:0005856; GO:0006935; GO:0007155; GO:0007162; GO:0007605; GO:0016324; GO:0030175; GO:0032420; GO:0035024; GO:0042130; GO:0042802; GO:0045184; GO:0045663; GO:0048741; GO:0051260; GO:0051491; GO:0060088; GO:0060171; GO:0071158; GO:0071260; GO:0071889; GO:0090023; GO:1901673; GO:1901741; GO:1903904; GO:1905872; GO:1990869; GO:2000114; GO:2000391; GO:2000405; GO:2001107","auditory receptor cell stereocilium organization [GO:0060088]; cell adhesion [GO:0007155]; cellular response to chemokine [GO:1990869]; cellular response to mechanical stimulus [GO:0071260]; chemotaxis [GO:0006935]; establishment of protein localization [GO:0045184]; negative regulation of cell adhesion [GO:0007162]; negative regulation of establishment of T cell polarity [GO:1903904]; negative regulation of protein localization to cell leading edge [GO:1905872]; negative regulation of Rho guanyl-nucleotide exchange factor activity [GO:2001107]; negative regulation of Rho protein signal transduction [GO:0035024]; negative regulation of T cell migration [GO:2000405]; negative regulation of T cell proliferation [GO:0042130]; positive regulation of cell cycle arrest [GO:0071158]; positive regulation of filopodium assembly [GO:0051491]; positive regulation of myoblast differentiation [GO:0045663]; positive regulation of myoblast fusion [GO:1901741]; positive regulation of neutrophil chemotaxis [GO:0090023]; positive regulation of neutrophil extravasation [GO:2000391]; protein homooligomerization [GO:0051260]; regulation of establishment of cell polarity [GO:2000114]; regulation of mitotic spindle assembly [GO:1901673]; sensory perception of sound [GO:0007605]; skeletal muscle fiber development [GO:0048741]","apical plasma membrane [GO:0016324]; cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; filopodium [GO:0030175]; stereocilium [GO:0032420]; stereocilium membrane [GO:0060171]","14-3-3 protein binding [GO:0071889]; identical protein binding [GO:0042802]"
"76","NC_035780.1",38236494,38236494,50.4091954022988,"+",9.95989456119202e-14,3.79895752678737e-12,38236121,38236506,38209799,38243110,"111122940",38212899,38243110,"XM_022464987.1","Q5F3L9","RIPR2_CHICK",2e-61,"rho family-interacting cell polarization regulator 2-like",NA,NA,NA,NA
"77","NC_035780.1",38236494,38236494,50.4091954022988,"+",9.95989456119202e-14,3.79895752678737e-12,38236121,38236506,38209799,38243110,"111122940",38213284,38243110,"XM_022465005.1","Q5F3L9","RIPR2_CHICK",1e-61,"rho family-interacting cell polarization regulator 2-like",NA,NA,NA,NA
"78","NC_035780.1",38236494,38236494,50.4091954022988,"+",9.95989456119202e-14,3.79895752678737e-12,38236121,38236506,38209799,38243110,"111122940",38219963,38243110,"XM_022465042.1","Q80U16","RIPR2_MOUSE",2e-26,"rho family-interacting cell polarization regulator 2-like","GO:0005737; GO:0005856; GO:0006935; GO:0007155; GO:0007162; GO:0007605; GO:0016324; GO:0030175; GO:0032420; GO:0035024; GO:0042130; GO:0042802; GO:0045184; GO:0045663; GO:0048741; GO:0051260; GO:0051491; GO:0060088; GO:0060171; GO:0071158; GO:0071260; GO:0071889; GO:0090023; GO:1901673; GO:1901741; GO:1903904; GO:1905872; GO:1990869; GO:2000114; GO:2000391; GO:2000405; GO:2001107","auditory receptor cell stereocilium organization [GO:0060088]; cell adhesion [GO:0007155]; cellular response to chemokine [GO:1990869]; cellular response to mechanical stimulus [GO:0071260]; chemotaxis [GO:0006935]; establishment of protein localization [GO:0045184]; negative regulation of cell adhesion [GO:0007162]; negative regulation of establishment of T cell polarity [GO:1903904]; negative regulation of protein localization to cell leading edge [GO:1905872]; negative regulation of Rho guanyl-nucleotide exchange factor activity [GO:2001107]; negative regulation of Rho protein signal transduction [GO:0035024]; negative regulation of T cell migration [GO:2000405]; negative regulation of T cell proliferation [GO:0042130]; positive regulation of cell cycle arrest [GO:0071158]; positive regulation of filopodium assembly [GO:0051491]; positive regulation of myoblast differentiation [GO:0045663]; positive regulation of myoblast fusion [GO:1901741]; positive regulation of neutrophil chemotaxis [GO:0090023]; positive regulation of neutrophil extravasation [GO:2000391]; protein homooligomerization [GO:0051260]; regulation of establishment of cell polarity [GO:2000114]; regulation of mitotic spindle assembly [GO:1901673]; sensory perception of sound [GO:0007605]; skeletal muscle fiber development [GO:0048741]","apical plasma membrane [GO:0016324]; cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; filopodium [GO:0030175]; stereocilium [GO:0032420]; stereocilium membrane [GO:0060171]","14-3-3 protein binding [GO:0071889]; identical protein binding [GO:0042802]"
"79","NC_035780.1",38236494,38236494,50.4091954022988,"+",9.95989456119202e-14,3.79895752678737e-12,38236121,38236506,38209799,38243110,"111122940",38213402,38243110,"XM_022465020.1","Q5F3L9","RIPR2_CHICK",1e-61,"rho family-interacting cell polarization regulator 2-like",NA,NA,NA,NA
"80","NC_035780.1",38236494,38236494,50.4091954022988,"+",9.95989456119202e-14,3.79895752678737e-12,38236121,38236506,38209799,38243110,"111122940",38225040,38243110,"XM_022465051.1","Q80U16","RIPR2_MOUSE",4e-26,"rho family-interacting cell polarization regulator 2-like","GO:0005737; GO:0005856; GO:0006935; GO:0007155; GO:0007162; GO:0007605; GO:0016324; GO:0030175; GO:0032420; GO:0035024; GO:0042130; GO:0042802; GO:0045184; GO:0045663; GO:0048741; GO:0051260; GO:0051491; GO:0060088; GO:0060171; GO:0071158; GO:0071260; GO:0071889; GO:0090023; GO:1901673; GO:1901741; GO:1903904; GO:1905872; GO:1990869; GO:2000114; GO:2000391; GO:2000405; GO:2001107","auditory receptor cell stereocilium organization [GO:0060088]; cell adhesion [GO:0007155]; cellular response to chemokine [GO:1990869]; cellular response to mechanical stimulus [GO:0071260]; chemotaxis [GO:0006935]; establishment of protein localization [GO:0045184]; negative regulation of cell adhesion [GO:0007162]; negative regulation of establishment of T cell polarity [GO:1903904]; negative regulation of protein localization to cell leading edge [GO:1905872]; negative regulation of Rho guanyl-nucleotide exchange factor activity [GO:2001107]; negative regulation of Rho protein signal transduction [GO:0035024]; negative regulation of T cell migration [GO:2000405]; negative regulation of T cell proliferation [GO:0042130]; positive regulation of cell cycle arrest [GO:0071158]; positive regulation of filopodium assembly [GO:0051491]; positive regulation of myoblast differentiation [GO:0045663]; positive regulation of myoblast fusion [GO:1901741]; positive regulation of neutrophil chemotaxis [GO:0090023]; positive regulation of neutrophil extravasation [GO:2000391]; protein homooligomerization [GO:0051260]; regulation of establishment of cell polarity [GO:2000114]; regulation of mitotic spindle assembly [GO:1901673]; sensory perception of sound [GO:0007605]; skeletal muscle fiber development [GO:0048741]","apical plasma membrane [GO:0016324]; cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; filopodium [GO:0030175]; stereocilium [GO:0032420]; stereocilium membrane [GO:0060171]","14-3-3 protein binding [GO:0071889]; identical protein binding [GO:0042802]"
