"","Genbank","V2","Uniprot","V4","pident","length","mismatch","gapopen","qstart","qend","sstart","send","evalue","bitscore","mRNAchromosome","Gnomon","mRNA","mRNAstart","mRNAend","V6","mRNAstrand","V8","V9","DMRchromosome","DMRstart","DMRend","DMR","Percentdiff","ID","Parent","Dbxref=GeneID","V18","V19","V20","Name","V22","V23","V24","V25","V26","V27","V28","V29","NA"
"27","XM_022435413.1","sp","O43248","HXC11_HUMAN",56.94,72,31,0,953,1168,221,292,6e-19,90.9,"NC_035780.1","Gnomon","mRNA",1038480,1053376,".","-",".","ID=rna121;Parent=gene68;Dbxref=GeneID:111102585,Genbank:XM_022435413.1;Name=XM_022435413.1;gbkey=mRNA;gene=LOC111102585;model_evidence=Supporting evidence includes similarity to: 2 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 20 samples with support for all annotated introns;product=homeobox protein Hox-A9-like%2C transcript variant X3;transcript_id=XM_022435413.1","NC_035780.1",573700,573800,"DMR",52,-464680,"ID=rna121","Parent=gene68","Dbxref=GeneID",111102585,"Genbank","Name=XM_022435413.1","gbkey=mRNA","gene=LOC111102585","model_evidence=Supporting evidence includes similarity to"," 2 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 20 samples with support for all annotated introns","product=homeobox protein Hox-A9-like%2C transcript variant X3","transcript_id=XM_022435413.1","","",""
"28","XM_022436223.1","sp","Q8BR93","HARB1_MOUSE",34.16,281,179,3,247,1080,27,304,3e-48,174,"NC_035780.1","Gnomon","mRNA",1838755,1841281,".","+",".","ID=rna148;Parent=gene89;Dbxref=GeneID:111103163,Genbank:XM_022436223.1;Name=XM_022436223.1;gbkey=mRNA;gene=LOC111103163;model_evidence=Supporting evidence includes similarity to: 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 18 samples with support for all annotated introns;product=putative nuclease HARBI1;transcript_id=XM_022436223.1","NC_035780.1",1885000,1885100,"DMR",51,43720,"ID=rna148","Parent=gene89","Dbxref=GeneID",111103163,"Genbank","Name=XM_022436223.1","gbkey=mRNA","gene=LOC111103163","model_evidence=Supporting evidence includes similarity to"," 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 18 samples with support for all annotated introns","product=putative nuclease HARBI1","transcript_id=XM_022436223.1","","",""
"29","XM_022436235.1","sp","Q08821","HXA1_XENLA",72.04,93,19,2,926,1204,110,195,4e-35,139,"NC_035780.1","Gnomon","mRNA",1821446,1834660,".","+",".","ID=rna147;Parent=gene88;Dbxref=GeneID:111103171,Genbank:XM_022436235.1;Name=XM_022436235.1;Note=The sequence of the model RefSeq transcript was modified relative to this genomic sequence to represent the inferred CDS: inserted 2 bases in 2 codons;exception=unclassified transcription discrepancy;gbkey=mRNA;gene=LOC111103171;model_evidence=Supporting evidence includes similarity to: 7 Proteins%2C and 95%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 22 samples with support for all annotated introns;product=homeobox protein Hox-A1-like;transcript_id=XM_022436235.1","NC_035780.1",1885000,1885100,"DMR",51,50341,"ID=rna147","Parent=gene88","Dbxref=GeneID",111103171,"Genbank","Name=XM_022436235.1","Note=The sequence of the model RefSeq transcript was modified relative to this genomic sequence to represent the inferred CDS"," inserted 2 bases in 2 codons","exception=unclassified transcription discrepancy","gbkey=mRNA","gene=LOC111103171","model_evidence=Supporting evidence includes similarity to"," 7 Proteins%2C and 95%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 22 samples with support for all annotated introns","product=homeobox protein Hox-A1-like","transcript_id=XM_022436235.1"
"30","XM_022436247.1","sp","Q08B72","MYPOP_XENLA",27.27,77,56,0,243,473,12,88,0.036,40,"NC_035780.1","Gnomon","mRNA",1840607,1842557,".","-",".","ID=rna149;Parent=gene90;Dbxref=GeneID:111103177,Genbank:XM_022436247.1;Name=XM_022436247.1;gbkey=mRNA;gene=LOC111103177;model_evidence=Supporting evidence includes similarity to: 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 14 samples with support for all annotated introns;product=uncharacterized LOC111103177;transcript_id=XM_022436247.1","NC_035780.1",1885000,1885100,"DMR",51,42444,"ID=rna149","Parent=gene90","Dbxref=GeneID",111103177,"Genbank","Name=XM_022436247.1","gbkey=mRNA","gene=LOC111103177","model_evidence=Supporting evidence includes similarity to"," 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 14 samples with support for all annotated introns","product=uncharacterized LOC111103177","transcript_id=XM_022436247.1","","",""
"31","XM_022436281.1","sp","Q5CZR5","AEP1_DANRE",28.57,112,75,3,314,643,174,282,0.004,42.7,"NC_035780.1","Gnomon","mRNA",786318,790538,".","+",".","ID=rna87;Parent=gene45;Dbxref=GeneID:111103204,Genbank:XM_022436281.1;Name=XM_022436281.1;gbkey=mRNA;gene=LOC111103204;model_evidence=Supporting evidence includes similarity to: 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 24 samples with support for all annotated introns;product=uncharacterized LOC111103204%2C transcript variant X1;transcript_id=XM_022436281.1","NC_035780.1",573700,573800,"DMR",52,-212518,"ID=rna87","Parent=gene45","Dbxref=GeneID",111103204,"Genbank","Name=XM_022436281.1","gbkey=mRNA","gene=LOC111103204","model_evidence=Supporting evidence includes similarity to"," 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 24 samples with support for all annotated introns","product=uncharacterized LOC111103204%2C transcript variant X1","transcript_id=XM_022436281.1","","",""
"32","XM_022436288.1","sp","Q5CZR5","AEP1_DANRE",28.95,114,72,3,460,789,174,282,0.003,43.1,"NC_035780.1","Gnomon","mRNA",786340,790538,".","+",".","ID=rna88;Parent=gene45;Dbxref=GeneID:111103204,Genbank:XM_022436288.1;Name=XM_022436288.1;gbkey=mRNA;gene=LOC111103204;model_evidence=Supporting evidence includes similarity to: 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 9 samples with support for all annotated introns;product=uncharacterized LOC111103204%2C transcript variant X2;transcript_id=XM_022436288.1","NC_035780.1",573700,573800,"DMR",52,-212540,"ID=rna88","Parent=gene45","Dbxref=GeneID",111103204,"Genbank","Name=XM_022436288.1","gbkey=mRNA","gene=LOC111103204","model_evidence=Supporting evidence includes similarity to"," 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 9 samples with support for all annotated introns","product=uncharacterized LOC111103204%2C transcript variant X2","transcript_id=XM_022436288.1","","",""
"33","XM_022436295.1","sp","Q5CZR5","AEP1_DANRE",28.57,112,75,3,234,563,174,282,0.003,42.7,"NC_035780.1","Gnomon","mRNA",788661,790538,".","+",".","ID=rna89;Parent=gene45;Dbxref=GeneID:111103204,Genbank:XM_022436295.1;Name=XM_022436295.1;gbkey=mRNA;gene=LOC111103204;model_evidence=Supporting evidence includes similarity to: 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 4 samples with support for all annotated introns;product=uncharacterized LOC111103204%2C transcript variant X3;transcript_id=XM_022436295.1","NC_035780.1",573700,573800,"DMR",52,-214861,"ID=rna89","Parent=gene45","Dbxref=GeneID",111103204,"Genbank","Name=XM_022436295.1","gbkey=mRNA","gene=LOC111103204","model_evidence=Supporting evidence includes similarity to"," 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 4 samples with support for all annotated introns","product=uncharacterized LOC111103204%2C transcript variant X3","transcript_id=XM_022436295.1","","",""
"34","XM_022436319.1","sp","Q1KL12","HXA3A_TAKRU",57.72,123,37,1,491,859,123,230,2e-30,129,"NC_035780.1","Gnomon","mRNA",1720303,1741095,".","+",".","ID=rna145;Parent=gene86;Dbxref=GeneID:111103230,Genbank:XM_022436319.1;Name=XM_022436319.1;Note=The sequence of the model RefSeq transcript was modified relative to this genomic sequence to represent the inferred CDS: inserted 1 base in 1 codon;exception=unclassified transcription discrepancy;gbkey=mRNA;gene=LOC111103230;model_evidence=Supporting evidence includes similarity to: 14 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 19 samples with support for all annotated introns;product=homeobox protein Hox-B3a-like;transcript_id=XM_022436319.1","NC_035780.1",1885000,1885100,"DMR",51,143906,"ID=rna145","Parent=gene86","Dbxref=GeneID",111103230,"Genbank","Name=XM_022436319.1","Note=The sequence of the model RefSeq transcript was modified relative to this genomic sequence to represent the inferred CDS"," inserted 1 base in 1 codon","exception=unclassified transcription discrepancy","gbkey=mRNA","gene=LOC111103230","model_evidence=Supporting evidence includes similarity to"," 14 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 19 samples with support for all annotated introns","product=homeobox protein Hox-B3a-like","transcript_id=XM_022436319.1"
"35","XM_022436969.1","sp","Q17QR8","HARB1_BOVIN",28.19,259,174,5,243,1001,49,301,1e-26,112,"NC_035780.1","Gnomon","mRNA",1547067,1548720,".","-",".","ID=rna140;Parent=gene81;Dbxref=GeneID:111103592,Genbank:XM_022436969.1;Name=XM_022436969.1;gbkey=mRNA;gene=LOC111103592;model_evidence=Supporting evidence includes similarity to: 1 Protein%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 21 samples with support for all annotated introns;product=putative nuclease HARBI1;transcript_id=XM_022436969.1","NC_035780.1",1885000,1885100,"DMR",51,336281,"ID=rna140","Parent=gene81","Dbxref=GeneID",111103592,"Genbank","Name=XM_022436969.1","gbkey=mRNA","gene=LOC111103592","model_evidence=Supporting evidence includes similarity to"," 1 Protein%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 21 samples with support for all annotated introns","product=putative nuclease HARBI1","transcript_id=XM_022436969.1","","",""
"36","XM_022440042.1","sp","Q94K49","ALP1_ARATH",28.05,303,190,9,219,1070,66,359,7e-29,120,"NC_035780.1","Gnomon","mRNA",164820,166793,".","+",".","ID=rna9;Parent=gene8;Dbxref=GeneID:111105685,Genbank:XM_022440042.1;Name=XM_022440042.1;gbkey=mRNA;gene=LOC111105685;model_evidence=Supporting evidence includes similarity to: 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 4 samples with support for all annotated introns;product=protein ANTAGONIST OF LIKE HETEROCHROMATIN PROTEIN 1-like;transcript_id=XM_022440042.1","NC_035780.1",571100,571200,"DMR",58,404308,"ID=rna9","Parent=gene8","Dbxref=GeneID",111105685,"Genbank","Name=XM_022440042.1","gbkey=mRNA","gene=LOC111105685","model_evidence=Supporting evidence includes similarity to"," 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 4 samples with support for all annotated introns","product=protein ANTAGONIST OF LIKE HETEROCHROMATIN PROTEIN 1-like","transcript_id=XM_022440042.1","","",""
"37","XM_022440339.1","sp","P35604","COPZ1_BOVIN",64.48,183,59,1,131,679,1,177,2e-80,253,"NC_035780.1","Gnomon","mRNA",995489,1008165,".","+",".","ID=rna118;Parent=gene67;Dbxref=GeneID:111105880,Genbank:XM_022440339.1;Name=XM_022440339.1;gbkey=mRNA;gene=LOC111105880;model_evidence=Supporting evidence includes similarity to: 2 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 19 samples with support for all annotated introns;product=coatomer subunit zeta-1-like%2C transcript variant X1;transcript_id=XM_022440339.1","NC_035780.1",573700,573800,"DMR",52,-421689,"ID=rna118","Parent=gene67","Dbxref=GeneID",111105880,"Genbank","Name=XM_022440339.1","gbkey=mRNA","gene=LOC111105880","model_evidence=Supporting evidence includes similarity to"," 2 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 19 samples with support for all annotated introns","product=coatomer subunit zeta-1-like%2C transcript variant X1","transcript_id=XM_022440339.1","","",""
"38","XM_022440345.1","sp","P35604","COPZ1_BOVIN",66.67,177,59,0,131,661,1,177,7e-83,259,"NC_035780.1","Gnomon","mRNA",995489,1008149,".","+",".","ID=rna119;Parent=gene67;Dbxref=GeneID:111105880,Genbank:XM_022440345.1;Name=XM_022440345.1;gbkey=mRNA;gene=LOC111105880;model_evidence=Supporting evidence includes similarity to: 7 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 26 samples with support for all annotated introns;product=coatomer subunit zeta-1-like%2C transcript variant X2;transcript_id=XM_022440345.1","NC_035780.1",573700,573800,"DMR",52,-421689,"ID=rna119","Parent=gene67","Dbxref=GeneID",111105880,"Genbank","Name=XM_022440345.1","gbkey=mRNA","gene=LOC111105880","model_evidence=Supporting evidence includes similarity to"," 7 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 26 samples with support for all annotated introns","product=coatomer subunit zeta-1-like%2C transcript variant X2","transcript_id=XM_022440345.1","","",""
"39","XM_022441699.1","sp","P27641","XRCC5_MOUSE",40.57,700,379,14,22,2058,4,687,9e-132,417,"NC_035780.1","Gnomon","mRNA",1982711,1993041,".","-",".","ID=rna168;Parent=gene101;Dbxref=GeneID:111104153,Genbank:XM_022441699.1;Name=XM_022441699.1;Note=The sequence of the model RefSeq transcript was modified relative to this genomic sequence to represent the inferred CDS: inserted 2 bases in 2 codons;exception=unclassified transcription discrepancy;gbkey=mRNA;gene=LOC111104153;model_evidence=Supporting evidence includes similarity to: 3 Proteins%2C and 96%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 18 samples with support for all annotated introns;product=X-ray repair cross-complementing protein 5-like;transcript_id=XM_022441699.1","NC_035780.1",1933500,1933600,"DMR",53,-49111,"ID=rna168","Parent=gene101","Dbxref=GeneID",111104153,"Genbank","Name=XM_022441699.1","Note=The sequence of the model RefSeq transcript was modified relative to this genomic sequence to represent the inferred CDS"," inserted 2 bases in 2 codons","exception=unclassified transcription discrepancy","gbkey=mRNA","gene=LOC111104153","model_evidence=Supporting evidence includes similarity to"," 3 Proteins%2C and 96%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 18 samples with support for all annotated introns","product=X-ray repair cross-complementing protein 5-like","transcript_id=XM_022441699.1"
"40","XM_022444965.1","sp","P02599","CALM_DICDI",35.86,145,90,1,998,1432,3,144,2e-18,89.4,"NC_035780.1","Gnomon","mRNA",693063,724737,".","+",".","ID=rna80;Parent=gene42;Dbxref=GeneID:111108878,Genbank:XM_022444965.1;Name=XM_022444965.1;gbkey=mRNA;gene=LOC111108878;model_evidence=Supporting evidence includes similarity to: 1 Protein%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 6 samples with support for all annotated introns;product=claspin-like%2C transcript variant X1;transcript_id=XM_022444965.1","NC_035780.1",573700,573800,"DMR",52,-119263,"ID=rna80","Parent=gene42","Dbxref=GeneID",111108878,"Genbank","Name=XM_022444965.1","gbkey=mRNA","gene=LOC111108878","model_evidence=Supporting evidence includes similarity to"," 1 Protein%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 6 samples with support for all annotated introns","product=claspin-like%2C transcript variant X1","transcript_id=XM_022444965.1","","",""
"41","XM_022444970.1","sp","P02599","CALM_DICDI",35.86,145,90,1,350,784,3,144,1e-18,89.4,"NC_035780.1","Gnomon","mRNA",686400,724736,".","+",".","ID=rna78;Parent=gene42;Dbxref=GeneID:111108878,Genbank:XM_022444970.1;Name=XM_022444970.1;gbkey=mRNA;gene=LOC111108878;model_evidence=Supporting evidence includes similarity to: 1 Protein%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 7 samples with support for all annotated introns;product=claspin-like%2C transcript variant X2;transcript_id=XM_022444970.1","NC_035780.1",573700,573800,"DMR",52,-112600,"ID=rna78","Parent=gene42","Dbxref=GeneID",111108878,"Genbank","Name=XM_022444970.1","gbkey=mRNA","gene=LOC111108878","model_evidence=Supporting evidence includes similarity to"," 1 Protein%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 7 samples with support for all annotated introns","product=claspin-like%2C transcript variant X2","transcript_id=XM_022444970.1","","",""
"42","XM_022444978.1","sp","P02599","CALM_DICDI",35.86,145,90,1,412,846,3,144,1e-18,89.4,"NC_035780.1","Gnomon","mRNA",689723,724736,".","+",".","ID=rna79;Parent=gene42;Dbxref=GeneID:111108878,Genbank:XM_022444978.1;Name=XM_022444978.1;gbkey=mRNA;gene=LOC111108878;model_evidence=Supporting evidence includes similarity to: 1 Protein%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 3 samples with support for all annotated introns;product=claspin-like%2C transcript variant X3;transcript_id=XM_022444978.1","NC_035780.1",573700,573800,"DMR",52,-115923,"ID=rna79","Parent=gene42","Dbxref=GeneID",111108878,"Genbank","Name=XM_022444978.1","gbkey=mRNA","gene=LOC111108878","model_evidence=Supporting evidence includes similarity to"," 1 Protein%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 3 samples with support for all annotated introns","product=claspin-like%2C transcript variant X3","transcript_id=XM_022444978.1","","",""
