"","Genbank","V2","Uniprot","V4","pident","length","mismatch","gapopen","qstart","qend","sstart","send","evalue","bitscore","DMRchromosome","DMRstart","DMRend","DMRstrand","V5","mRNAchromosome","Gnomon","mRNA","mRNAstart","mRNAend","V11","mRNAstrand","V13","ID","Parent","Dbxref=GeneID","V17","V18","Name","V21","V22","V23","V24","V25","V26","V27","V28","V29"
"45","XM_022437792.1","sp","Q8BHY3","ANO1_MOUSE",43.61,830,395,15,639,3077,143,916,0,632,"NC_035786.1",1064400,1064500,"DMR",50,"NC_035786.1","Gnomon","mRNA",1046221,1077068,".","-",".","ID=rna44508","Parent=gene25583","Dbxref=GeneID",111104063,"Genbank","Name=XM_022437792.1","gbkey=mRNA","gene=LOC111104063","model_evidence=Supporting evidence includes similarity to"," 8 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 2 samples with support for all annotated introns","product=anoctamin-1-like%2C transcript variant X12","transcript_id=XM_022437792.1","","",""
"46","XM_022437793.1","sp","Q8BHY3","ANO1_MOUSE",43.56,831,394,15,719,3157,143,916,0,634,"NC_035786.1",1064400,1064500,"DMR",50,"NC_035786.1","Gnomon","mRNA",1046222,1077059,".","-",".","ID=rna44513","Parent=gene25583","Dbxref=GeneID",111104063,"Genbank","Name=XM_022437793.1","gbkey=mRNA","gene=LOC111104063","model_evidence=Supporting evidence includes similarity to"," 8 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 5 samples with support for all annotated introns","product=anoctamin-1-like%2C transcript variant X13","transcript_id=XM_022437793.1","","",""
"47","XM_022437794.1","sp","Q8BHY3","ANO1_MOUSE",43.61,830,395,15,602,3040,143,916,0,632,"NC_035786.1",1064400,1064500,"DMR",50,"NC_035786.1","Gnomon","mRNA",1046222,1077059,".","-",".","ID=rna44512","Parent=gene25583","Dbxref=GeneID",111104063,"Genbank","Name=XM_022437794.1","gbkey=mRNA","gene=LOC111104063","model_evidence=Supporting evidence includes similarity to"," 8 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 5 samples with support for all annotated introns","product=anoctamin-1-like%2C transcript variant X14","transcript_id=XM_022437794.1","","",""
"48","XM_022437933.1","sp","Q8IYU2","HACE1_HUMAN",59.44,927,351,8,49,2817,4,909,0,1061,"NC_035786.1",53586400,53586500,"DMR",-50,"NC_035786.1","Gnomon","mRNA",53578807,53596609,".","+",".","ID=rna49214","Parent=gene28360","Dbxref=GeneID",111104139,"Genbank","Name=XM_022437933.1","gbkey=mRNA","gene=LOC111104139","model_evidence=Supporting evidence includes similarity to"," 7 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 11 samples with support for all annotated introns","product=E3 ubiquitin-protein ligase HACE1-like%2C transcript variant X1","transcript_id=XM_022437933.1","","",""
"49","XM_022437934.1","sp","Q8IYU2","HACE1_HUMAN",59.5,926,350,8,49,2814,4,908,0,1061,"NC_035786.1",53586400,53586500,"DMR",-50,"NC_035786.1","Gnomon","mRNA",53578807,53596609,".","+",".","ID=rna49215","Parent=gene28360","Dbxref=GeneID",111104139,"Genbank","Name=XM_022437934.1","gbkey=mRNA","gene=LOC111104139","model_evidence=Supporting evidence includes similarity to"," 6 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 6 samples with support for all annotated introns","product=E3 ubiquitin-protein ligase HACE1-like%2C transcript variant X2","transcript_id=XM_022437934.1","","",""
"50","XM_022437941.1","sp","Q58DQ5","RT09_BOVIN",38.53,327,189,4,287,1258,79,396,2e-58,204,"NC_035786.1",26345000,26345100,"DMR",-54,"NC_035786.1","Gnomon","mRNA",26343652,26353046,".","-",".","ID=rna46558","Parent=gene26800","Dbxref=GeneID",111104145,"Genbank","Name=XM_022437941.1","Note=The sequence of the model RefSeq transcript was modified relative to this genomic sequence to represent the inferred CDS"," inserted 1 base in 1 codon","exception=unclassified transcription discrepancy","gbkey=mRNA","gene=LOC111104145","model_evidence=Supporting evidence includes similarity to"," 2 Proteins%2C and 92%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 26 samples with support for all annotated introns","product=28S ribosomal protein S9%2C mitochondrial-like","transcript_id=XM_022437941.1"
"51","XM_022439442.1","sp","P37837","TALDO_HUMAN",67.68,328,104,1,123,1100,3,330,1e-158,463,"NC_035786.1",37384000,37384100,"DMR",52,"NC_035786.1","Gnomon","mRNA",37380600,37385728,".","-",".","ID=rna47589","Parent=gene27467","Dbxref=GeneID",111105262,"Genbank","Name=XM_022439442.1","gbkey=mRNA","gene=LOC111105262","model_evidence=Supporting evidence includes similarity to"," 5 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 26 samples with support for all annotated introns","product=transaldolase-like%2C transcript variant X1","transcript_id=XM_022439442.1","","",""
"52","XM_022439443.1","sp","P37837","TALDO_HUMAN",68.44,320,101,0,275,1234,11,330,4e-158,463,"NC_035786.1",37384000,37384100,"DMR",52,"NC_035786.1","Gnomon","mRNA",37380600,37387374,".","-",".","ID=rna47588","Parent=gene27467","Dbxref=GeneID",111105262,"Genbank","Name=XM_022439443.1","gbkey=mRNA","gene=LOC111105262","model_evidence=Supporting evidence includes similarity to"," 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 25 samples with support for all annotated introns","product=transaldolase-like%2C transcript variant X2","transcript_id=XM_022439443.1","","",""
"53","XM_022440105.1","sp","Q9P0U4","CXXC1_HUMAN",61.23,276,101,3,1107,1922,374,647,3e-117,374,"NC_035787.1",15705900,15706000,"DMR",-52,"NC_035787.1","Gnomon","mRNA",15704319,15714000,".","-",".","ID=rna50984","Parent=gene29479","Dbxref=GeneID",111105733,"Genbank","Name=XM_022440105.1","gbkey=mRNA","gene=LOC111105733","model_evidence=Supporting evidence includes similarity to"," 7 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 6 samples with support for all annotated introns","product=CXXC-type zinc finger protein 1-like%2C transcript variant X1","transcript_id=XM_022440105.1","","",""
"54","XM_022440105.1","sp","Q9P0U4","CXXC1_HUMAN",38.12,181,65,3,324,725,28,208,3e-21,102,"NC_035787.1",15705900,15706000,"DMR",-52,"NC_035787.1","Gnomon","mRNA",15704319,15714000,".","-",".","ID=rna50984","Parent=gene29479","Dbxref=GeneID",111105733,"Genbank","Name=XM_022440105.1","gbkey=mRNA","gene=LOC111105733","model_evidence=Supporting evidence includes similarity to"," 7 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 6 samples with support for all annotated introns","product=CXXC-type zinc finger protein 1-like%2C transcript variant X1","transcript_id=XM_022440105.1","","",""
"55","XM_022440106.1","sp","Q9P0U4","CXXC1_HUMAN",61.23,276,101,3,1024,1839,374,647,1e-117,374,"NC_035787.1",15705900,15706000,"DMR",-52,"NC_035787.1","Gnomon","mRNA",15704318,15713996,".","-",".","ID=rna50983","Parent=gene29479","Dbxref=GeneID",111105733,"Genbank","Name=XM_022440106.1","gbkey=mRNA","gene=LOC111105733","model_evidence=Supporting evidence includes similarity to"," 7 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 3 samples with support for all annotated introns","product=CXXC-type zinc finger protein 1-like%2C transcript variant X2","transcript_id=XM_022440106.1","","",""
"56","XM_022440106.1","sp","Q9P0U4","CXXC1_HUMAN",38.12,181,65,3,241,642,28,208,3e-21,102,"NC_035787.1",15705900,15706000,"DMR",-52,"NC_035787.1","Gnomon","mRNA",15704318,15713996,".","-",".","ID=rna50983","Parent=gene29479","Dbxref=GeneID",111105733,"Genbank","Name=XM_022440106.1","gbkey=mRNA","gene=LOC111105733","model_evidence=Supporting evidence includes similarity to"," 7 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 3 samples with support for all annotated introns","product=CXXC-type zinc finger protein 1-like%2C transcript variant X2","transcript_id=XM_022440106.1","","",""
"57","XM_022440107.1","sp","Q9P0U4","CXXC1_HUMAN",61.23,276,101,3,1095,1910,374,647,2e-117,374,"NC_035787.1",15705900,15706000,"DMR",-52,"NC_035787.1","Gnomon","mRNA",15704320,15714000,".","-",".","ID=rna50985","Parent=gene29479","Dbxref=GeneID",111105733,"Genbank","Name=XM_022440107.1","gbkey=mRNA","gene=LOC111105733","model_evidence=Supporting evidence includes similarity to"," 7 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 24 samples with support for all annotated introns","product=CXXC-type zinc finger protein 1-like%2C transcript variant X3","transcript_id=XM_022440107.1","","",""
"58","XM_022440107.1","sp","Q9P0U4","CXXC1_HUMAN",38.12,181,65,3,324,725,28,208,3e-21,102,"NC_035787.1",15705900,15706000,"DMR",-52,"NC_035787.1","Gnomon","mRNA",15704320,15714000,".","-",".","ID=rna50985","Parent=gene29479","Dbxref=GeneID",111105733,"Genbank","Name=XM_022440107.1","gbkey=mRNA","gene=LOC111105733","model_evidence=Supporting evidence includes similarity to"," 7 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 24 samples with support for all annotated introns","product=CXXC-type zinc finger protein 1-like%2C transcript variant X3","transcript_id=XM_022440107.1","","",""
"59","XM_022440777.1","sp","Q5ZJ85","PRPF3_CHICK",54.48,692,253,13,175,2091,1,683,0,614,"NC_035787.1",73255300,73255400,"DMR",60,"NC_035787.1","Gnomon","mRNA",73253758,73262705,".","+",".","ID=rna56684","Parent=gene32874","Dbxref=GeneID",111106208,"Genbank","Name=XM_022440777.1","gbkey=mRNA","gene=LOC111106208","model_evidence=Supporting evidence includes similarity to"," 2 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 15 samples with support for all annotated introns","product=U4/U6 small nuclear ribonucleoprotein Prp3-like","transcript_id=XM_022440777.1","","",""
"60","XM_022441013.1","sp","O75439","MPPB_HUMAN",58.94,453,178,3,125,1474,41,488,0,540,"NC_035787.1",37586700,37586800,"DMR",-51,"NC_035787.1","Gnomon","mRNA",37577479,37588787,".","+",".","ID=rna53232","Parent=gene30795","Dbxref=GeneID",111106358,"Genbank","Name=XM_022441013.1","gbkey=mRNA","gene=LOC111106358","model_evidence=Supporting evidence includes similarity to"," 14 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 27 samples with support for all annotated introns","product=mitochondrial-processing peptidase subunit beta-like","transcript_id=XM_022441013.1","","",""
"61","XM_022441372.1","sp","D2GXS7","TRIM2_AILME",26.25,259,169,7,1142,1870,492,744,1e-15,84.7,"NC_035787.1",52336700,52336800,"DMR",-55,"NC_035787.1","Gnomon","mRNA",52319234,52432953,".","-",".","ID=rna54671","Parent=gene31661","Dbxref=GeneID",111106633,"Genbank","Name=XM_022441372.1","gbkey=mRNA","gene=LOC111106633","model_evidence=Supporting evidence includes similarity to"," 9 Proteins%2C and 94%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 3 samples with support for all annotated introns","product=tripartite motif-containing protein 5-like","transcript_id=XM_022441372.1","","",""
"62","XM_022441845.1","sp","Q28FA8","CEP41_XENTR",42.42,330,156,8,84,977,10,337,1e-69,236,"NC_035787.1",46105700,46105800,"DMR",61,"NC_035787.1","Gnomon","mRNA",46095681,46114056,".","-",".","ID=rna54034","Parent=gene31254","Dbxref=GeneID",111106953,"Genbank","Name=XM_022441845.1","gbkey=mRNA","gene=LOC111106953","model_evidence=Supporting evidence includes similarity to"," 4 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 23 samples with support for all annotated introns","product=centrosomal protein of 41 kDa-like%2C transcript variant X1","transcript_id=XM_022441845.1","","",""
"63","XM_022441845.1","sp","Q28FA8","CEP41_XENTR",42.42,330,156,8,84,977,10,337,1e-69,236,"NC_035787.1",46104300,46104400,"DMR",52,"NC_035787.1","Gnomon","mRNA",46095681,46114056,".","-",".","ID=rna54034","Parent=gene31254","Dbxref=GeneID",111106953,"Genbank","Name=XM_022441845.1","gbkey=mRNA","gene=LOC111106953","model_evidence=Supporting evidence includes similarity to"," 4 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 23 samples with support for all annotated introns","product=centrosomal protein of 41 kDa-like%2C transcript variant X1","transcript_id=XM_022441845.1","","",""
"64","XM_022441846.1","sp","Q28FA8","CEP41_XENTR",42.68,328,154,8,84,971,10,335,1e-69,236,"NC_035787.1",46105700,46105800,"DMR",61,"NC_035787.1","Gnomon","mRNA",46095681,46114056,".","-",".","ID=rna54033","Parent=gene31254","Dbxref=GeneID",111106953,"Genbank","Name=XM_022441846.1","gbkey=mRNA","gene=LOC111106953","model_evidence=Supporting evidence includes similarity to"," 4 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 23 samples with support for all annotated introns","product=centrosomal protein of 41 kDa-like%2C transcript variant X2","transcript_id=XM_022441846.1","","",""
"65","XM_022441846.1","sp","Q28FA8","CEP41_XENTR",42.68,328,154,8,84,971,10,335,1e-69,236,"NC_035787.1",46104300,46104400,"DMR",52,"NC_035787.1","Gnomon","mRNA",46095681,46114056,".","-",".","ID=rna54033","Parent=gene31254","Dbxref=GeneID",111106953,"Genbank","Name=XM_022441846.1","gbkey=mRNA","gene=LOC111106953","model_evidence=Supporting evidence includes similarity to"," 4 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 23 samples with support for all annotated introns","product=centrosomal protein of 41 kDa-like%2C transcript variant X2","transcript_id=XM_022441846.1","","",""
"66","XM_022441847.1","sp","Q28FA8","CEP41_XENTR",37.76,331,165,10,310,1185,9,337,5e-53,192,"NC_035787.1",46105700,46105800,"DMR",61,"NC_035787.1","Gnomon","mRNA",46095681,46107886,".","-",".","ID=rna54035","Parent=gene31254","Dbxref=GeneID",111106953,"Genbank","Name=XM_022441847.1","gbkey=mRNA","gene=LOC111106953","model_evidence=Supporting evidence includes similarity to"," 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 19 samples with support for all annotated introns","product=centrosomal protein of 41 kDa-like%2C transcript variant X3","transcript_id=XM_022441847.1","","",""
"67","XM_022441847.1","sp","Q28FA8","CEP41_XENTR",37.76,331,165,10,310,1185,9,337,5e-53,192,"NC_035787.1",46104300,46104400,"DMR",52,"NC_035787.1","Gnomon","mRNA",46095681,46107886,".","-",".","ID=rna54035","Parent=gene31254","Dbxref=GeneID",111106953,"Genbank","Name=XM_022441847.1","gbkey=mRNA","gene=LOC111106953","model_evidence=Supporting evidence includes similarity to"," 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 19 samples with support for all annotated introns","product=centrosomal protein of 41 kDa-like%2C transcript variant X3","transcript_id=XM_022441847.1","","",""
"68","XM_022442131.1","sp","Q07DZ5","CTTB2_ORNAN",36.79,280,133,4,314,1153,33,268,4e-25,119,"NC_035787.1",69874000,69874100,"DMR",-59,"NC_035787.1","Gnomon","mRNA",69868997,69893822,".","-",".","ID=rna56412","Parent=gene32724","Dbxref=GeneID",111107135,"Genbank","Name=XM_022442131.1","gbkey=mRNA","gene=LOC111107135","model_evidence=Supporting evidence includes similarity to"," 2 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 9 samples with support for all annotated introns","product=cortactin-binding protein 2-like%2C transcript variant X1","transcript_id=XM_022442131.1","","",""
"69","XM_022442131.1","sp","Q07DZ5","CTTB2_ORNAN",32.17,715,442,10,2084,4135,702,1404,3e-113,404,"NC_035787.1",69874000,69874100,"DMR",-59,"NC_035787.1","Gnomon","mRNA",69868997,69893822,".","-",".","ID=rna56412","Parent=gene32724","Dbxref=GeneID",111107135,"Genbank","Name=XM_022442131.1","gbkey=mRNA","gene=LOC111107135","model_evidence=Supporting evidence includes similarity to"," 2 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 9 samples with support for all annotated introns","product=cortactin-binding protein 2-like%2C transcript variant X1","transcript_id=XM_022442131.1","","",""
"70","XM_022442132.1","sp","Q07DZ5","CTTB2_ORNAN",36.79,280,133,4,314,1153,33,268,4e-25,119,"NC_035787.1",69874000,69874100,"DMR",-59,"NC_035787.1","Gnomon","mRNA",69868997,69893822,".","-",".","ID=rna56411","Parent=gene32724","Dbxref=GeneID",111107135,"Genbank","Name=XM_022442132.1","gbkey=mRNA","gene=LOC111107135","model_evidence=Supporting evidence includes similarity to"," 2 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 12 samples with support for all annotated introns","product=cortactin-binding protein 2-like%2C transcript variant X2","transcript_id=XM_022442132.1","","",""
"71","XM_022442132.1","sp","Q07DZ5","CTTB2_ORNAN",32.17,715,442,10,2054,4105,702,1404,3e-113,404,"NC_035787.1",69874000,69874100,"DMR",-59,"NC_035787.1","Gnomon","mRNA",69868997,69893822,".","-",".","ID=rna56411","Parent=gene32724","Dbxref=GeneID",111107135,"Genbank","Name=XM_022442132.1","gbkey=mRNA","gene=LOC111107135","model_evidence=Supporting evidence includes similarity to"," 2 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 12 samples with support for all annotated introns","product=cortactin-binding protein 2-like%2C transcript variant X2","transcript_id=XM_022442132.1","","",""
