chr,DMLB.start,DMLB.end,strand,pvalue,qvalue,meth.diff,Uniprot,Genbank,evalue,Product,GO
NC_035780.1,51142218,51142218,+,6.314943e-13,2.146774e-11,-18.60445,O95948,XM_022453746.1,2e-92,one cut domain family member 2-like,GO:0000978; GO:0000981; GO:0001228; GO:0001889; GO:0001952; GO:0002064; GO:0003677; GO:0005634; GO:0005654; GO:0009887; GO:0015629; GO:0030154; GO:0030335; GO:0030512; GO:0031018; GO:0045165; GO:0045944; GO:0048935; GO:0060271
NC_035781.1,13223052,13223052,+,0.0812092,0.1412019,7.482517,P63001,XM_022457914.1,5e-53,ras-related C3 botulinum toxin substrate 1-like,GO:0000139; GO:0000242; GO:0001764; GO:0001891; GO:0001934; GO:0002093; GO:0002551; GO:0003382; GO:0003924; GO:0005525; GO:0005634; GO:0005737; GO:0005802; GO:0005829; GO:0005886; GO:0006897; GO:0006911; GO:0006935; GO:0006972; GO:0007010; GO:0007015; GO:0007155; GO:0007186; GO:0007264; GO:0007266; GO:0007411; GO:0008045; GO:0008283; GO:0008361; GO:0010591; GO:0010592; GO:0010762; GO:0010811; GO:0014041; GO:0016020; GO:0016358; GO:0016477; GO:0016601; GO:0017137; GO:0019897; GO:0019899; GO:0019901; GO:0021799; GO:0021831; GO:0021894; GO:0022604; GO:0030027; GO:0030031; GO:0030032; GO:0030036; GO:0030041; GO:0030334; GO:0030742; GO:0030838; GO:0030900; GO:0031116; GO:0031410; GO:0031529; GO:0031901; GO:0031996; GO:0032587; GO:0032707; GO:0034446; GO:0035567; GO:0035774; GO:0036464; GO:0042470; GO:0042826; GO:0042995; GO:0043197; GO:0043552; GO:0043652; GO:0044877; GO:0045216; GO:0045428; GO:0045453; GO:0045740; GO:0048012; GO:0048168; GO:0048532; GO:0048812; GO:0048813; GO:0048870; GO:0048873; GO:0051022; GO:0051117; GO:0051492; GO:0051496; GO:0051668; GO:0051894; GO:0051932; GO:0055038; GO:0060071; GO:0060091; GO:0060263; GO:0060999; GO:0071260; GO:0071526; GO:0071542; GO:0072659; GO:0090023; GO:0090103; GO:0097178; GO:0098794; GO:0098978; GO:1900026; GO:1902622; GO:1904948
NC_035781.1,52714844,52714844,+,3.853418e-12,1.160539e-10,21.96723,Q6TCH7,XM_022458968.1,6e-83,progestin and adipoQ receptor family member 3-like,GO:0000139; GO:0000165; GO:0001933; GO:0005794; GO:0010977; GO:0016021; GO:0033137; GO:0034067; GO:0038023; GO:0043407
NC_035788.1,70761662,70761662,+,3.298574e-42,2.857509e-39,55.13478,E1C2U2,XM_022450492.1,1e-168,telomere-associated protein RIF1-like,GO:0000122; GO:0000723; GO:0000781; GO:0000790; GO:0000793; GO:0001939; GO:0001940; GO:0005634; GO:0005737; GO:0005886; GO:0006281; GO:0006348; GO:0006974; GO:0007049; GO:0016604; GO:0019827; GO:0031965; GO:0035861; GO:0043247; GO:0045830; GO:0051233; GO:0051574; GO:1990830; GO:2000042; GO:2001034
NC_035788.1,15837301,15837301,+,6.722893e-25,1.048311e-22,-49.50292,Q61315,XM_022448060.1,0,adenomatous polyposis coli protein-like,GO:0000122; GO:0000281; GO:0000776; GO:0001708; GO:0001822; GO:0001942; GO:0002020; GO:0005634; GO:0005737; GO:0005813; GO:0005874; GO:0005886; GO:0005912; GO:0005923; GO:0005938; GO:0006974; GO:0007026; GO:0007050; GO:0007091; GO:0007094; GO:0007163; GO:0007389; GO:0007409; GO:0008013; GO:0008017; GO:0008285; GO:0008286; GO:0009798; GO:0009952; GO:0009953; GO:0009954; GO:0010942; GO:0016055; GO:0016328; GO:0016342; GO:0016477; GO:0019827; GO:0019887; GO:0019901; GO:0030027; GO:0030178; GO:0030334; GO:0030335; GO:0030424; GO:0030425; GO:0030426; GO:0030856; GO:0030858; GO:0030877; GO:0031116; GO:0031122; GO:0031175; GO:0031253; GO:0031274; GO:0031625; GO:0031965; GO:0032587; GO:0032886; GO:0032991; GO:0033077; GO:0034750; GO:0035019; GO:0042483; GO:0042802; GO:0042995; GO:0043025; GO:0043065; GO:0043066; GO:0043409; GO:0043588; GO:0044092; GO:0044295; GO:0044306; GO:0044336; GO:0044337; GO:0044877; GO:0045295; GO:0045595; GO:0045597; GO:0045667; GO:0045670; GO:0045732; GO:0045736; GO:0045785; GO:0046716; GO:0048471; GO:0048538; GO:0050680; GO:0051010; GO:0051171; GO:0051260; GO:0051276; GO:0051726; GO:0051781; GO:0051988; GO:0060041; GO:0060044; GO:0060070; GO:0060770; GO:0065003; GO:0070840; GO:0070852; GO:0090090; GO:0120162; GO:1904781; GO:2000211
NC_035788.1,62217404,62217404,+,8.970147e-20,7.604368e-18,-47.32227,Q8BGS1,XM_022450299.1,6e-148,band 4.1-like protein 5,GO:0000904; GO:0001701; GO:0001756; GO:0001837; GO:0001839; GO:0001954; GO:0003382; GO:0003383; GO:0005634; GO:0005829; GO:0005856; GO:0005886; GO:0005925; GO:0006931; GO:0007398; GO:0007492; GO:0007498; GO:0007509; GO:0008092; GO:0009826; GO:0010608; GO:0010634; GO:0019904; GO:0022408; GO:0030036; GO:0031032; GO:0031252; GO:0032091; GO:0032092; GO:0032525; GO:0032587; GO:0048318; GO:0048319; GO:0048339; GO:0048617; GO:0051894; GO:0070201; GO:0070986; GO:0071560
NC_035786.1,38222822,38222822,+,0.1587215,0.22507,-7.990012,Q01196,XM_022439547.1,5e-57,runt-related transcription factor 1-like,GO:0000122; GO:0000977; GO:0000978; GO:0000981; GO:0001228; GO:0001959; GO:0003677; GO:0003700; GO:0005509; GO:0005524; GO:0005634; GO:0005654; GO:0005829; GO:0008134; GO:0010629; GO:0016513; GO:0030097; GO:0030099; GO:0030111; GO:0030182; GO:0030853; GO:0030854; GO:0032743; GO:0033146; GO:0042803; GO:0043231; GO:0043371; GO:0043378; GO:0044212; GO:0045589; GO:0045616; GO:0045637; GO:0045652; GO:0045766; GO:0045893; GO:0045944; GO:0046982; GO:0048935; GO:0050855; GO:0071425; GO:1902036; GO:2000810
NC_035783.1,18443489,18443489,+,6.248396e-16,3.220899e-14,22.31432,Q99814,XM_022474723.1,9e-47,hypoxia-inducible factor 1-alpha-like,GO:0000981; GO:0001228; GO:0001525; GO:0001666; GO:0001892; GO:0001974; GO:0002027; GO:0003677; GO:0005634; GO:0005654; GO:0005667; GO:0005829; GO:0006357; GO:0006366; GO:0007005; GO:0007165; GO:0007601; GO:0008134; GO:0016567; GO:0016607; GO:0030218; GO:0030324; GO:0035035; GO:0042415; GO:0043129; GO:0043565; GO:0043619; GO:0043687; GO:0045944; GO:0046982; GO:0048469; GO:0048625; GO:0055072; GO:0061418; GO:0071456; GO:0120162
NC_035782.1,65492067,65492067,+,7.377063e-05,0.0004833771,-9.39165,Q92793,XM_022465390.1,2e-78,CREB-binding protein-like,GO:0000122; GO:0000123; GO:0000790; GO:0000987; GO:0001085; GO:0001102; GO:0001666; GO:0002039; GO:0002223; GO:0003682; GO:0003684; GO:0003713; GO:0003714; GO:0004402; GO:0005634; GO:0005654; GO:0005737; GO:0006355; GO:0006367; GO:0006473; GO:0007165; GO:0007219; GO:0007221; GO:0008134; GO:0008270; GO:0008589; GO:0016032; GO:0016407; GO:0016573; GO:0016604; GO:0018076; GO:0019216; GO:0030511; GO:0031648; GO:0032481; GO:0034644; GO:0042592; GO:0042733; GO:0042981; GO:0043426; GO:0045637; GO:0045747; GO:0045893; GO:0045944; GO:0048511; GO:0061418; GO:0065003; GO:1900034; GO:1904837
NC_035785.1,42445634,42445634,+,2.136782e-07,2.658223e-06,-17.80907,A2AAY5,XM_022432066.1,3e-11,SH3 and PX domain-containing protein 2B-like,GO:0001501; GO:0001654; GO:0002051; GO:0002102; GO:0005737; GO:0006801; GO:0007507; GO:0010314; GO:0010628; GO:0016176; GO:0022617; GO:0030054; GO:0032266; GO:0035091; GO:0040018; GO:0042169; GO:0042995; GO:0045600; GO:0048705; GO:0051496; GO:0060348; GO:0060378; GO:0060612; GO:0070273; GO:0071800; GO:0072657; GO:0080025; GO:1904179; GO:1904888
NC_035781.1,14176391,14176391,+,1.667868e-07,2.131201e-06,27.02257,Q8R050,XM_022461511.1,0,eukaryotic peptide chain release factor GTP-binding subunit ERF3A-like,GO:0000184; GO:0002184; GO:0003747; GO:0003924; GO:0005525; GO:0005829; GO:0006412; GO:0006479; GO:0018444
NC_035782.1,56057944,56057944,+,2.029025e-15,9.814314e-14,27.29161,P07207,XM_022466463.1,0,neurogenic locus notch homolog protein 1-like,GO:0001708; GO:0001745; GO:0002052; GO:0002213; GO:0003682; GO:0004888; GO:0005509; GO:0005634; GO:0005654; GO:0005737; GO:0005768; GO:0005769; GO:0005770; GO:0005788; GO:0005796; GO:0005829; GO:0005886; GO:0005887; GO:0005912; GO:0005915; GO:0006110; GO:0007015; GO:0007219; GO:0007293; GO:0007297; GO:0007298; GO:0007314; GO:0007346; GO:0007391; GO:0007398; GO:0007400; GO:0007403; GO:0007405; GO:0007411; GO:0007419; GO:0007422; GO:0007423; GO:0007440; GO:0007446; GO:0007447; GO:0007450; GO:0007451; GO:0007455; GO:0007464; GO:0007473; GO:0007474; GO:0007476; GO:0007478; GO:0007498; GO:0007519; GO:0007521; GO:0007616; GO:0008045; GO:0008284; GO:0008340; GO:0008347; GO:0008356; GO:0008407; GO:0008587; GO:0009608; GO:0009950; GO:0009952; GO:0009986; GO:0010001; GO:0010628; GO:0010629; GO:0014019; GO:0016021; GO:0016330; GO:0016333; GO:0016348; GO:0016360; GO:0022416; GO:0030139; GO:0030154; GO:0030707; GO:0030708; GO:0030713; GO:0030718; GO:0030720; GO:0032991; GO:0035003; GO:0035153; GO:0035162; GO:0035165; GO:0035167; GO:0035171; GO:0035172; GO:0035204; GO:0035214; GO:0035222; GO:0036011; GO:0036099; GO:0036335; GO:0040008; GO:0042067; GO:0042676; GO:0042686; GO:0042688; GO:0042689; GO:0042691; GO:0043525; GO:0043697; GO:0045316; GO:0045466; GO:0045595; GO:0045893; GO:0045944; GO:0046329; GO:0046331; GO:0046666; GO:0046667; GO:0046716; GO:0046843; GO:0048052; GO:0048190; GO:0048477; GO:0048542; GO:0048664; GO:0048665; GO:0048749; GO:0048803; GO:0048863; GO:0050767; GO:0050768; GO:0050877; GO:0051489; GO:0060250; GO:0060288; GO:0060289; GO:0060571; GO:0061331; GO:0061382; GO:0097150; GO:1900087; GO:1902692; GO:1990433; GO:2000035; GO:2000048
NC_035786.1,48537651,48537651,+,7.951039e-16,4.047558e-14,47.35294,P21580,XM_022438379.1,5e-43,tumor necrosis factor alpha-induced protein 3-like,GO:0001922; GO:0002020; GO:0002237; GO:0002634; GO:0002677; GO:0003677; GO:0004842; GO:0004843; GO:0005634; GO:0005737; GO:0005764; GO:0005829; GO:0006915; GO:0006954; GO:0007010; GO:0008270; GO:0010803; GO:0016477; GO:0016579; GO:0019900; GO:0030177; GO:0031397; GO:0032088; GO:0032480; GO:0032495; GO:0032703; GO:0032715; GO:0032720; GO:0034136; GO:0034140; GO:0034144; GO:0034148; GO:0035523; GO:0035871; GO:0036459; GO:0042802; GO:0043124; GO:0043130; GO:0043231; GO:0043621; GO:0045732; GO:0045736; GO:0045779; GO:0045824; GO:0048662; GO:0050691; GO:0050713; GO:0050728; GO:0050869; GO:0051259; GO:0061043; GO:0061578; GO:0070062; GO:0070301; GO:0070423; GO:0070429; GO:0070433; GO:0070530; GO:0070536; GO:0070936; GO:0071108; GO:0071222; GO:0071947; GO:0072573; GO:0072666; GO:0090291; GO:1902042; GO:1903364; GO:1990168; GO:2000347; GO:2000349; GO:2000352
NC_035785.1,15687939,15687939,+,1.339496e-08,2.159557e-07,29.86072,Q13490,XM_022432269.1,3e-15,baculoviral IAP repeat-containing protein 2-like,GO:0000209; GO:0001666; GO:0001741; GO:0001890; GO:0002756; GO:0003713; GO:0004842; GO:0005634; GO:0005737; GO:0005829; GO:0007166; GO:0007249; GO:0008270; GO:0009898; GO:0010803; GO:0016579; GO:0016740; GO:0031398; GO:0033209; GO:0034121; GO:0035631; GO:0035666; GO:0038061; GO:0039535; GO:0042127; GO:0042802; GO:0042981; GO:0043027; GO:0043066; GO:0043123; GO:0043130; GO:0043154; GO:0043161; GO:0045088; GO:0045121; GO:0045471; GO:0045595; GO:0047485; GO:0050727; GO:0051087; GO:0051291; GO:0051591; GO:0051726; GO:0060544; GO:0060546; GO:0061630; GO:0070266; GO:0070424; GO:0098770; GO:1901222; GO:1902443; GO:1902523; GO:1902524; GO:1902527; GO:1990001; GO:2000116; GO:2000377
NC_035781.1,26638930,26638930,+,0.07149478,0.1289276,9.539952,Q13541,XM_022462212.1,2e-28,eukaryotic translation initiation factor 4E-binding protein 1-like,GO:0000082; GO:0002192; GO:0002931; GO:0005634; GO:0005737; GO:0005829; GO:0008190; GO:0008286; GO:0030324; GO:0030371; GO:0031333; GO:0031929; GO:0032991; GO:0045471; GO:0045931; GO:0045947; GO:0051721; GO:0071456; GO:0071549; GO:0098978; GO:0099524; GO:1990928
NC_035784.1,25526768,25526768,+,2.15197e-10,4.846506e-09,23.24245,Q8TE57,XM_022486464.1,0,A disintegrin and metalloproteinase with thrombospondin motifs 18-like,GO:0001658; GO:0003073; GO:0004222; GO:0005576; GO:0046872; GO:0048232; GO:1902017
NC_035780.1,10249145,10249145,+,3.230528e-08,4.815018e-07,19.2576,Q13873,XM_022469460.1,5e-109,uncharacterized LOC111125536,GO:0001707; GO:0001893; GO:0001935; GO:0001938; GO:0001946; GO:0001974; GO:0002063; GO:0003085; GO:0003148; GO:0003151; GO:0003176; GO:0003177; GO:0003183; GO:0003186; GO:0003197; GO:0003252; GO:0005024; GO:0005026; GO:0005524; GO:0005615; GO:0005654; GO:0005737; GO:0005886; GO:0005887; GO:0005901; GO:0005913; GO:0006366; GO:0007178; GO:0007179; GO:0007389; GO:0007420; GO:0009267; GO:0009925; GO:0009952; GO:0009986; GO:0010595; GO:0010634; GO:0010862; GO:0014069; GO:0014916; GO:0016324; GO:0016362; GO:0019838; GO:0030166; GO:0030308; GO:0030425; GO:0030501; GO:0030509; GO:0030513; GO:0036122; GO:0042127; GO:0043025; GO:0043235; GO:0044214; GO:0045669; GO:0045778; GO:0045906; GO:0045944; GO:0046332; GO:0046872; GO:0048286; GO:0048842; GO:0060173; GO:0060350; GO:0060412; GO:0060413; GO:0060836; GO:0060840; GO:0060841; GO:0061036; GO:0061298; GO:0061626; GO:0071773; GO:0072577; GO:0098821; GO:1902731; GO:1905314; GO:2000279
NC_035782.1,67454244,67454244,+,8.410723e-14,3.246279e-12,11.61308,Q90ZK6,XM_022468416.1,6e-165,activin receptor type-1-like,GO:0000082; GO:0001569; GO:0001702; GO:0001707; GO:0001755; GO:0002526; GO:0003143; GO:0003181; GO:0003183; GO:0003203; GO:0003274; GO:0003289; GO:0004672; GO:0004674; GO:0005024; GO:0005025; GO:0005524; GO:0005887; GO:0006468; GO:0007179; GO:0007281; GO:0007368; GO:0007369; GO:0007389; GO:0007498; GO:0007507; GO:0009968; GO:0010694; GO:0010718; GO:0010862; GO:0016020; GO:0016361; GO:0016477; GO:0018107; GO:0019838; GO:0030278; GO:0030335; GO:0030501; GO:0030509; GO:0030513; GO:0032924; GO:0032926; GO:0035556; GO:0042118; GO:0042803; GO:0043235; GO:0045177; GO:0045669; GO:0045893; GO:0045944; GO:0046332; GO:0046872; GO:0048179; GO:0048185; GO:0048762; GO:0050431; GO:0051145; GO:0060037; GO:0060317; GO:0060389; GO:0060412; GO:0060923; GO:0061312; GO:0061445; GO:0071773; GO:0098821; GO:1905007; GO:2000017; GO:2001237
NC_035780.1,8192594,8192594,+,3.388888e-13,1.201329e-11,22.11172,Q00969,XM_022433140.1,5e-58,cyclic AMP-dependent transcription factor ATF-7-like,GO:0000122; GO:0000980; GO:0001102; GO:0001228; GO:0003151; GO:0003682; GO:0004402; GO:0005634; GO:0005654; GO:0005737; GO:0005741; GO:0006355; GO:0006970; GO:0006974; GO:0008134; GO:0008140; GO:0009414; GO:0016525; GO:0019901; GO:0031573; GO:0032915; GO:0035497; GO:0035861; GO:0043525; GO:0043565; GO:0045444; GO:0045944; GO:0046872; GO:0046982; GO:0050680; GO:0051091; GO:0060612; GO:0097186; GO:0110024; GO:1902110
NC_035783.1,3250322,3250322,+,5.448697e-09,9.477117e-08,12.85961,Q07889,XM_022474858.1,0,son of sevenless homolog 2-like,GO:0000165; GO:0000786; GO:0001782; GO:0001942; GO:0003209; GO:0003344; GO:0003677; GO:0005085; GO:0005088; GO:0005089; GO:0005096; GO:0005737; GO:0005829; GO:0005886; GO:0007165; GO:0007173; GO:0007186; GO:0007265; GO:0007296; GO:0007411; GO:0008286; GO:0014069; GO:0017124; GO:0019221; GO:0033081; GO:0035023; GO:0035264; GO:0038095; GO:0038128; GO:0042129; GO:0043025; GO:0043065; GO:0045742; GO:0046982; GO:0048011; GO:0048514; GO:0050900; GO:0051056; GO:0051057; GO:0060021; GO:0061029; GO:0061384; GO:1904693; GO:2000973
NC_035787.1,21198580,21198580,+,1.891073e-10,4.304787e-09,22.67371,Q9P2N4,XM_022444056.1,0,A disintegrin and metalloproteinase with thrombospondin motifs 9-like,GO:0003179; GO:0003229; GO:0004222; GO:0005615; GO:0005783; GO:0006508; GO:0006516; GO:0007275; GO:0008237; GO:0008270; GO:0009617; GO:0009986; GO:0010596; GO:0015031; GO:0016192; GO:0030198; GO:0031012; GO:0035909; GO:0043231; GO:0045636; GO:0090673; GO:1903671
NC_035785.1,39057809,39057809,+,0.08221277,0.1424415,10.46319,Q80W54,XM_022431126.1,0,CAAX prenyl protease 1 homolog,GO:0001889; GO:0001942; GO:0003007; GO:0003229; GO:0003231; GO:0003417; GO:0003690; GO:0004175; GO:0004222; GO:0005635; GO:0005637; GO:0006281; GO:0006325; GO:0006355; GO:0006925; GO:0006974; GO:0006997; GO:0006998; GO:0007346; GO:0007628; GO:0008016; GO:0008340; GO:0008360; GO:0008544; GO:0010506; GO:0010628; GO:0010629; GO:0010906; GO:0016020; GO:0016485; GO:0019216; GO:0030176; GO:0030282; GO:0030327; GO:0030500; GO:0032006; GO:0032350; GO:0032991; GO:0035264; GO:0040014; GO:0043007; GO:0043516; GO:0043969; GO:0043979; GO:0044029; GO:0044030; GO:0044255; GO:0046872; GO:0048145; GO:0048538; GO:0048739; GO:0050688; GO:0050905; GO:0051276; GO:0060307; GO:0060993; GO:0061337; GO:0061762; GO:0070302; GO:0071480; GO:0071586; GO:0072423; GO:0090239; GO:1903025; GO:1903463; GO:1903522; GO:1903799; GO:1990036; GO:1990164; GO:2000618; GO:2000730; GO:2000772
NC_035785.1,36820143,36820143,+,3.931167e-22,4.45408e-20,30.52856,P22607,XM_022433055.1,8e-176,fibroblast growth factor receptor 2-like,GO:0000165; GO:0001501; GO:0001958; GO:0002062; GO:0003416; GO:0004713; GO:0004714; GO:0005007; GO:0005524; GO:0005576; GO:0005634; GO:0005783; GO:0005794; GO:0005886; GO:0005887; GO:0007169; GO:0007267; GO:0008284; GO:0008543; GO:0009986; GO:0010518; GO:0017134; GO:0018108; GO:0030133; GO:0030282; GO:0035988; GO:0042531; GO:0042802; GO:0043235; GO:0043410; GO:0043552; GO:0046777; GO:0048640; GO:0051897; GO:0060349; GO:0070374; GO:0070977; GO:1902178
NC_035784.1,45498071,45498071,+,7.611012e-09,1.289733e-07,17.99515,Q9NY59,XM_022489865.1,3e-53,sphingomyelin phosphodiesterase 3-like,GO:0000137; GO:0000139; GO:0001932; GO:0001958; GO:0002244; GO:0002685; GO:0003433; GO:0004620; GO:0004767; GO:0005737; GO:0005886; GO:0006672; GO:0006684; GO:0006685; GO:0006687; GO:0015774; GO:0030072; GO:0030282; GO:0030509; GO:0032963; GO:0035264; GO:0043491; GO:0045840; GO:0046872; GO:0048008; GO:0048286; GO:0048661; GO:0051260; GO:0061035; GO:0061751; GO:0070301; GO:0070314; GO:0071286; GO:0071356; GO:0071461; GO:0071897; GO:0085029; GO:0090520; GO:0097187; GO:0098868; GO:0140014; GO:0140052; GO:1900126; GO:1901653; GO:1903543; GO:2000304
NC_035786.1,47901741,47901741,+,9.35841e-15,4.112794e-13,-24.86611,Q7T2T1,XM_022435157.1,7e-145,CUGBP Elav-like family member 2,GO:0000166; GO:0000380; GO:0000381; GO:0000900; GO:0003676; GO:0003723; GO:0003729; GO:0005634; GO:0005737; GO:0006376; GO:0042835; GO:1990904
NC_035785.1,42647724,42647724,+,2.436307e-16,1.323971e-14,31.30267,Q8BM75,XM_022430706.1,2e-92,AT-rich interactive domain-containing protein 5B-like,GO:0000122; GO:0000977; GO:0001227; GO:0001822; GO:0003677; GO:0003713; GO:0005634; GO:0006357; GO:0006807; GO:0008584; GO:0008585; GO:0009791; GO:0010761; GO:0030325; GO:0035264; GO:0044212; GO:0045444; GO:0048008; GO:0048468; GO:0048644; GO:0048705; GO:0051091; GO:0060021; GO:0060325; GO:0060612; GO:0060613; GO:1990830
NC_035783.1,35265151,35265151,+,9.302802e-15,4.090518e-13,-27.86508,Q8NFZ0,XM_022477654.1,2e-166,F-box DNA helicase 1-like,GO:0000724; GO:0000725; GO:0000737; GO:0000785; GO:0001934; GO:0003678; GO:0003690; GO:0003697; GO:0005524; GO:0005634; GO:0006281; GO:0006974; GO:0008219; GO:0015616; GO:0016567; GO:0019005; GO:0031297; GO:0035562; GO:0043138; GO:0043140; GO:0048478; GO:0072429; GO:1902231; GO:2000042
NC_035782.1,3181756,3181756,+,7.65775e-20,6.554151e-18,33.11777,O42101,XM_022465326.1,3e-121,nuclear receptor subfamily 5 group A member 2-like,GO:0000976; GO:0003682; GO:0003707; GO:0004879; GO:0008270; GO:0009755; GO:0009888; GO:0045893; GO:0045944; GO:0090575
NC_035782.1,63174962,63174962,+,0.0007475893,0.003505156,-17.95958,P35244,XM_022471634.1,6e-23,replication protein A 14 kDa subunit-like,GO:0000082; GO:0000723; GO:0000724; GO:0003684; GO:0003697; GO:0005654; GO:0005662; GO:0006260; GO:0006283; GO:0006284; GO:0006289; GO:0006293; GO:0006294; GO:0006295; GO:0006296; GO:0006297; GO:0006298; GO:0007346; GO:0019985; GO:0032201; GO:0033683; GO:0035861; GO:0036297; GO:0042127; GO:0042276; GO:0042769; GO:0070987; GO:1900034; GO:1901796
NC_035781.1,1289562,1289562,+,8.257237e-12,2.359255e-10,18.09648,Q13415,XM_022460497.1,7e-168,uncharacterized LOC111119919,GO:0000082; GO:0000083; GO:0000278; GO:0000784; GO:0000808; GO:0003677; GO:0003682; GO:0003688; GO:0005524; GO:0005634; GO:0005654; GO:0005664; GO:0005730; GO:0005829; GO:0005886; GO:0006260; GO:0006270; GO:0033314; GO:0046872
NC_035781.1,23396849,23396849,+,6.928876e-05,0.0004576017,-33.6969,O75943,XM_022457913.1,2e-131,cell cycle checkpoint protein RAD17-like,GO:0000076; GO:0000077; GO:0000790; GO:0003682; GO:0003689; GO:0005524; GO:0005634; GO:0005654; GO:0005730; GO:0006260; GO:0006281; GO:0006974; GO:0007093; GO:0008156; GO:0031389; GO:0033314; GO:0042325; GO:1901796
NC_035780.1,17108282,17108282,+,7.129485e-05,0.0004692622,19.17476,P42669,XM_022479948.1,2e-72,transcriptional activator protein Pur-beta-B-like,GO:0000900; GO:0000977; GO:0001227; GO:0003677; GO:0003690; GO:0003691; GO:0003697; GO:0003700; GO:0003723; GO:0005634; GO:0005662; GO:0005737; GO:0006268; GO:0006915; GO:0007093; GO:0007399; GO:0008134; GO:0008283; GO:0008284; GO:0014069; GO:0030154; GO:0030425; GO:0032422; GO:0032839; GO:0043025; GO:0043565; GO:0045892; GO:0046332; GO:0046651; GO:0050673; GO:0098794; GO:0098963; GO:0098978
NC_035783.1,36637189,36637189,+,0.4268779,0.4268583,7.709447,O15315,XM_022477370.1,1e-102,DNA repair protein RAD51 homolog 2-like,GO:0000724; GO:0003677; GO:0003690; GO:0003697; GO:0005524; GO:0005634; GO:0005654; GO:0005657; GO:0006281; GO:0006310; GO:0007131; GO:0007596; GO:0008094; GO:0010971; GO:0033063
